partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility
University of Colorado Boulder,Master of Science in Computer Science,"{"" Algorithms"","" Leadership and Management"","" Mathematics"","" Probability & Statistics"","" General Statistics"","" Problem Solving"","" Theoretical Computer Science"","" Computer Programming"","" Communication"","" Databases"","" Critical Thinking"","" Data Structures"","" Data Management"","" Estimation"","" Finance"","" Data Analysis"","" Design and Product"","" Research and Design"","" Systems Design"","" Mathematical Theory & Analysis"","" Database Design"","" Hardware Design"","" Writing"","" Data Model"","" Project Management"","" Strategy and Operations"","" Machine Learning"","" Probability Distribution"","" SQL"","" Computational Logic"","" Decision Making"","" Strategy"","" Database Theory"","" Database Administration"","" PostgreSQL"","" Computer Architecture"","" Operating Systems"","" Computational Thinking"","" Computer Programming Tools"","" Graph Theory"","" Planning"","" Process Analysis"","" Statistical Tests"","" Internet Of Things"","" Correlation And Dependence"","" Database Application"","" Financial Analysis"","" Statistical Analysis"","" Algebra"","" Business Communication"","" Machine Learning Algorithms"","" Product Management"","" Regression"","" Agile Software Development"","" Business Analysis"","" Data Visualization"","" Product Design"","" Professional Development"","" Statistical Machine Learning"","" Computer Networking"","" Accounting"","" Business Process Management"","" Cost Accounting"","" Creativity"","" Linear Algebra"","" Python Programming"","" Material Handling"","" People Management"","" Programming Principles"","" Statistical Programming"","" System Programming"","" Calculus"","" Investment Management"","" Organizational Development"","" Risk Management"","" Deep Learning"","" Business Design"","" Entrepreneurship"","" Experiment"","" Performance Management"","" Product Development"","" Scrum (Software Development)"","" System Security"","" Computer Vision"","" Business Intelligence"","" Differential Equations"","" Financial Accounting"","" Network Security"","" Product Lifecycle"","" System Software"","" Visual Design"","" Financial Management"","" Graphic Design"","" Cloud Computing"","" Microarchitecture"","" Big Data"","" Collaboration"","" Distributed Computing Architecture"","" Innovation"","" Market Analysis"","" Marketing"","" Network Architecture"","" Security Engineering"","" Software Engineering"","" Amazon Web Services"","" Cloud Applications"","" Cloud Platforms"","" Cloud Standards"","" Security Strategy"","" Applied Mathematics"","" Budget Management"","" Leadership Development"","" Linux"","" Network Analysis"","" Operations Management"","" Market Research"","" NoSQL"","" Data Mining"","" Negotiation"","" Product Strategy"","" R Programming"","" Dimensionality Reduction"","" Forecasting"","" Business"","" Computer Science"","" Data Science"","" Data Warehousing"","" Resilience""}",None,None,None,Degree , 1 - 4 Years,true
University of Colorado Boulder,Master of Engineering in Engineering Management,"{"" Algorithms"","" Leadership and Management"","" Mathematics"","" Probability & Statistics"","" General Statistics"","" Problem Solving"","" Theoretical Computer Science"","" Computer Programming"","" Communication"","" Databases"","" Critical Thinking"","" Data Structures"","" Data Management"","" Estimation"","" Finance"","" Data Analysis"","" Design and Product"","" Research and Design"","" Systems Design"","" Mathematical Theory & Analysis"","" Database Design"","" Hardware Design"","" Writing"","" Data Model"","" Project Management"","" Strategy and Operations"","" Machine Learning"","" Probability Distribution"","" SQL"","" Computational Logic"","" Decision Making"","" Strategy"","" Database Theory"","" Database Administration"","" PostgreSQL"","" Computer Architecture"","" Operating Systems"","" Computational Thinking"","" Computer Programming Tools"","" Graph Theory"","" Planning"","" Process Analysis"","" Statistical Tests"","" Internet Of Things"","" Correlation And Dependence"","" Database Application"","" Financial Analysis"","" Statistical Analysis"","" Algebra"","" Business Communication"","" Machine Learning Algorithms"","" Product Management"","" Regression"","" Agile Software Development"","" Business Analysis"","" Data Visualization"","" Product Design"","" Professional Development"","" Statistical Machine Learning"","" Computer Networking"","" Accounting"","" Business Process Management"","" Cost Accounting"","" Creativity"","" Linear Algebra"","" Python Programming"","" Material Handling"","" People Management"","" Programming Principles"","" Statistical Programming"","" System Programming"","" Calculus"","" Investment Management"","" Organizational Development"","" Risk Management"","" Deep Learning"","" Business Design"","" Entrepreneurship"","" Experiment"","" Performance Management"","" Product Development"","" Scrum (Software Development)"","" System Security"","" Computer Vision"","" Business Intelligence"","" Differential Equations"","" Financial Accounting"","" Network Security"","" Product Lifecycle"","" System Software"","" Visual Design"","" Financial Management"","" Graphic Design"","" Cloud Computing"","" Microarchitecture"","" Big Data"","" Collaboration"","" Distributed Computing Architecture"","" Innovation"","" Market Analysis"","" Marketing"","" Network Architecture"","" Security Engineering"","" Software Engineering"","" Amazon Web Services"","" Cloud Applications"","" Cloud Platforms"","" Cloud Standards"","" Security Strategy"","" Applied Mathematics"","" Budget Management"","" Leadership Development"","" Linux"","" Network Analysis"","" Operations Management"","" Market Research"","" NoSQL"","" Data Mining"","" Negotiation"","" Product Strategy"","" R Programming"","" Dimensionality Reduction"","" Forecasting"","" Business"","" Computer Science"","" Data Science"","" Data Warehousing"","" Resilience""}",None,None,None,Degree , 24 months,true
O.P. Jindal Global University,MBA Business Analytics,"{"" Computer Programming"","" Finance"","" Machine Learning"","" Natural Language Processing"","" Operations Management"","" Project Management"","" Tensorflow""}",None,None,None,Degree , 24 - 36 months,true
West Virginia University,Master of Science in Software Engineering,"{"" Network Security"","" Risk Management""}",None,None,None,Degree , 24 months,true
Ball State University,Master of Science in Data Science,None,None,None,None,Degree , 1 - 4 Years,true
Illinois Institute of Technology,Master of Business Administration,None,None,None,None,Degree , 1 - 4 Years,true
HEC Paris,Executive MSc & MSc in Innovation and Entrepreneurship,"{"" Leadership and Management"","" Entrepreneurship"","" Strategy and Operations"","" Strategy"","" Leadership Development"","" Marketing"","" Business Design"","" Adaptability"","" Emotional Intelligence"","" Human Resources"","" Business Psychology"","" Communication"","" Innovation"","" Business Development"","" Research and Design"","" Sales"","" Business Analysis"","" Entrepreneurial Finance"","" Decision Making"","" Organizational Development"","" People Development"","" Finance"","" Operations Management"","" Planning"","" Creativity"","" Culture"","" Negotiation"","" Product Development"","" Social Media""}",None,None,None,Degree , 18-24 Months,true
Georgetown University,Bachelor of Arts in Liberal Studies,None,None,None,None,Degree , 2 to 4 years depending on beginning credits and course load,true
BITS Pilani,Bachelor of Science in Computer Science,"{"" Algorithms"","" Computer Programming"","" Problem Solving"","" Theoretical Computer Science""}",None,None,None,Degree , 3- 6 years,true
Pontificia Universidad Católica de Chile,Magíster en Ciencia de Datos,"{"" Leadership and Management"","" Strategy"","" Finance"","" Financial Analysis"","" Computer Programming"","" Data Mining"","" General Statistics"","" Machine Learning"","" Python Programming"","" R Programming"","" SQL""}",None,None,None,Degree , 24 meses,true
University of Leeds,Master of Science in Data Science (Statistics),None,None,None,None,Degree , 24 months,true
University of Michigan,Master of Applied Data Science,"{"" Algorithms"","" Apache"","" Communication"","" Data Mining"","" Data Structures"","" Data Visualization"","" Databases"","" Dimensionality Reduction"","" Experiment"","" General Statistics"","" Machine Learning"","" Natural Language Processing"","" PostgreSQL"","" Python Programming"","" SQL""}",None,None,None,Degree , 1 – 3 years,true
University of London,Bachelor of Science in Computer Science,"{"" Algorithms"","" Computer Graphics"","" Computer Programming"","" Data Structures"","" HTML and CSS"","" Javascript"","" Mathematics""}",None,None,None,Degree , 3 – 6 years,true
University of Maryland Global Campus,Bachelor of Science in Cybersecurity Technology,None,None,None,None,Degree , 1 - 4 Years,true
University of Illinois at Urbana-Champaign,Master of Science in Accounting,"{"" Leadership and Management"","" Accounting"","" Finance"","" Financial Analysis"","" Financial Accounting"","" Business Analysis"","" Strategy"","" Data Analysis"","" Decision Making"","" Critical Thinking"","" Marketing"","" Financial Management"","" Strategy and Operations"","" Market Analysis"","" General Accounting"","" Taxes"","" Entrepreneurship"","" Generally Accepted Accounting Principles (GAAP)"","" Investment Management"","" Management Accounting"","" Market Research"","" Regulations and Compliance"","" Communication"","" Mergers & Acquisitions"","" Risk Management"","" Problem Solving"","" Cost Accounting"","" Probability & Statistics"","" Corporate Accouting"","" Data Management"","" Digital Marketing"","" Business Development"","" Account Management"","" Business Process Management"","" Accounts Payable and Receivable"","" Python Programming"","" Exploratory Data Analysis"","" Marketing Management"","" Statistical Programming"","" Business Intelligence"","" Business Psychology"","" Behavioral Economics"","" Leadership Development"","" Media Strategy & Planning"","" Data Visualization"","" Culture"","" Innovation"","" Audit"","" Business Transformation"","" Planning"","" Statistical Analysis"","" Banking"","" Securities Trading"","" Business Communication"","" Customer Analysis"","" General Statistics"","" Organizational Development"","" Product Strategy"","" Research and Design"","" Sales"","" Performance Management"","" Brand Management"","" Cash Management"","" People Analysis"","" Social Media"","" Product Management"","" R Programming"","" Correlation And Dependence"","" Creativity"","" Customer Relationship Management"","" Data Analysis Software"","" Human Learning"","" Machine Learning"","" Advertising"","" Process Analysis"","" Business Design"","" Negotiation"","" Design and Product"","" Influencing"","" Regression"","" Econometrics"","" Human Resources"","" Interactive Data Visualization"","" Change Management"","" Conflict Management"","" Marketing Design"","" Operational Analysis"","" People Management"","" Adaptability"","" Advertising Sales"","" Budget Management"","" Statistical Machine Learning"","" Contract Management"","" Project Management"","" Basic Descriptive Statistics"","" Benefits"","" Big Data"","" Collaboration"","" Computer Programming"","" Emotional Intelligence"","" Employee Relations"","" Forecasting"","" Operations Management"","" Plot (Graphics)"","" Probability Distribution"","" Securities Sales"","" Data Model"","" Product Design"","" Algorithms"","" Data Structures"","" Data Visualization Software"","" Statistical Tests"","" Storytelling"","" Data Mining"","" Mathematics"","" Product Lifecycle"","" Visualization (Computer Graphics)"","" Machine Learning Algorithms"","" Business Research"","" Supply Chain and Logistics"","" Extract"","" Transform"","" Load"","" Visual Design"","" Databases"","" Entrepreneurial Finance"","" Game Theory"","" Accounting Software"","" Experiment"","" Natural Language Processing"","" SQL"","" Theoretical Computer Science"","" Data Architecture"","" Microsoft Excel""}",None,None,None,Degree , 1.5 – 3 years,true
University of London,Bachelor of Science in Marketing,None,None,None,None,Degree , 3 – 6 years,true
Ball State University,Master of Science in Computer Science,None,None,None,None,Degree , 1 - 4 Years,true
Louisiana State University,Master of Science in Civil Engineering,None,None,None,None,Degree , 1 - 4 Years,true
O.P. Jindal Global University,M.A. Public Policy,"{"" Data Analysis"","" Econometrics"","" Epidemiology"","" Finance"","" Leadership Development"","" Taxes""}",None,None,None,Degree , 24 - 36 months,true
University of Colorado Boulder,Master of Science in Electrical Engineering,"{"" Algorithms"","" Leadership and Management"","" Mathematics"","" Probability & Statistics"","" General Statistics"","" Problem Solving"","" Theoretical Computer Science"","" Computer Programming"","" Communication"","" Databases"","" Critical Thinking"","" Data Structures"","" Data Management"","" Estimation"","" Finance"","" Data Analysis"","" Design and Product"","" Research and Design"","" Systems Design"","" Mathematical Theory & Analysis"","" Database Design"","" Hardware Design"","" Writing"","" Data Model"","" Project Management"","" Strategy and Operations"","" Machine Learning"","" Probability Distribution"","" SQL"","" Computational Logic"","" Decision Making"","" Strategy"","" Database Theory"","" Database Administration"","" PostgreSQL"","" Computer Architecture"","" Operating Systems"","" Computational Thinking"","" Computer Programming Tools"","" Graph Theory"","" Planning"","" Process Analysis"","" Statistical Tests"","" Internet Of Things"","" Correlation And Dependence"","" Database Application"","" Financial Analysis"","" Statistical Analysis"","" Algebra"","" Business Communication"","" Machine Learning Algorithms"","" Product Management"","" Regression"","" Agile Software Development"","" Business Analysis"","" Data Visualization"","" Product Design"","" Professional Development"","" Statistical Machine Learning"","" Computer Networking"","" Accounting"","" Business Process Management"","" Cost Accounting"","" Creativity"","" Linear Algebra"","" Python Programming"","" Material Handling"","" People Management"","" Programming Principles"","" Statistical Programming"","" System Programming"","" Calculus"","" Investment Management"","" Organizational Development"","" Risk Management"","" Deep Learning"","" Business Design"","" Entrepreneurship"","" Experiment"","" Performance Management"","" Product Development"","" Scrum (Software Development)"","" System Security"","" Computer Vision"","" Business Intelligence"","" Differential Equations"","" Financial Accounting"","" Network Security"","" Product Lifecycle"","" System Software"","" Visual Design"","" Financial Management"","" Graphic Design"","" Cloud Computing"","" Microarchitecture"","" Big Data"","" Collaboration"","" Distributed Computing Architecture"","" Innovation"","" Market Analysis"","" Marketing"","" Network Architecture"","" Security Engineering"","" Software Engineering"","" Amazon Web Services"","" Cloud Applications"","" Cloud Platforms"","" Cloud Standards"","" Security Strategy"","" Applied Mathematics"","" Budget Management"","" Leadership Development"","" Linux"","" Network Analysis"","" Operations Management"","" Market Research"","" NoSQL"","" Data Mining"","" Negotiation"","" Product Strategy"","" R Programming"","" Dimensionality Reduction"","" Forecasting"","" Business"","" Computer Science"","" Data Science"","" Data Warehousing"","" Resilience""}",None,None,None,Degree , 2 years,true
